Protein_ID	Species	Orthogroup	OG_Median_Intensity_All	OG_Median_Intensity_GramPos	OG_Median_Intensity_GramNeg	Protein_Mean_Relative_Intensity	Localization
WP_002356160.1	E_faecalis	OG0000702	0.000106198459574	0.0002081593431328	4.2375760152e-06	0.0002081593431328	Cytoplasmic
WP_002404022.1	E_faecalis	OG0000865	0.000136196859436	0.000136196859436		0.0002073099597508	Cytoplasmic
WP_025193066.1	E_faecalis	OG0000048	0.0002858358581561	0.000343564880986	0.0002281068353262	0.000204244101184	Extracellular
WP_002381776.1	E_faecalis	OG0000883	0.0001303720921458	0.0001303720921458		0.000203952095151	Cytoplasmic
WP_002371340.1	E_faecalis	unique				0.0002026076893453	Cytoplasmic Membrane
WP_002389815.1	E_faecalis	unique				0.0002021196761321	Cytoplasmic
WP_002396481.1	E_faecalis	OG0000352	7.63814521691e-05	7.63814521691e-05		0.0002013646958871	Cytoplasmic
WP_002377829.1	E_faecalis	OG0000052	3.50636148911e-05	3.50636148911e-05		0.0002012904169665	Cytoplasmic
WP_002361764.1	E_faecalis	OG0000397	0.0001688422874061	0.0001987155802052	1.32008767771e-05	0.0001987155802052	Cytoplasmic
WP_002357742.1	E_faecalis	OG0000425	6.85001159779e-05	0.0001334650599902	1.45312057598e-05	0.0001984300040025	Cytoplasmic
WP_002361935.1	E_faecalis	OG0000005	4.89628037283e-05	6.80179756859e-05	1.24453530959e-05	0.0001981233595273	Cytoplasmic Membrane
WP_002403952.1	E_faecalis	OG0000454	0.0001976148632609	0.0002346007144447	5.29649243808e-05	0.0001976148632609	Cytoplasmic
WP_002404014.1	E_faecalis	OG0000158	4.16485230232e-05	4.16485230232e-05	7.50366078371e-05	0.0001974406381583	Cytoplasmic
WP_002388508.1	E_faecalis	OG0000381	9.79760163352e-05	9.79760163352e-05		0.0001941387686908	Cytoplasmic
WP_002355150.1	E_faecalis	OG0000144	0.0001936185856562	0.0001936185856562	0.0002566962939248	0.0001936185856562	Cytoplasmic
WP_002355901.1	E_faecalis	OG0000399	0.0001578847637778	0.0001587598830629	0.0001513898168658	0.0001926840690276	Cytoplasmic
WP_002357990.1	E_faecalis	OG0000108	0.0003487432346802	0.0005063974314737	1.54102650954e-05	0.0001910890378867	Cytoplasmic
WP_002356804.1	E_faecalis	OG0000391	9.84907571812e-05	0.0001018602257652	1.58260409545e-05	0.0001864089133631	Cytoplasmic
WP_002354983.1	E_faecalis	OG0000115	0.0001859715776765	0.0001859715776765	0.0005153461433821	0.0001859715776765	Cytoplasmic
WP_002369402.1	E_faecalis	OG0000667	9.63965637504e-05	0.0001831624136824	9.6307138184e-06	0.0001831624136824	Cytoplasmic
WP_002357989.1	E_faecalis	OG0000810	0.000102893163571	0.000102893163571		0.0001830523332194	Cytoplasmic
WP_002355745.1	E_faecalis	OG0000148	0.0001837608287535	0.0001837608287535		0.0001816619638673	Cytoplasmic Membrane
WP_002362922.1	E_faecalis	OG0000350	0.0005091962280382	0.0005091962280382		0.0001800553289243	Cytoplasmic Membrane
WP_002365031.1	E_faecalis	OG0000107	0.0006985700420102	0.0006985700420102	0.0006870078909074	0.0001776379367045	Cytoplasmic Membrane
WP_002356334.1	E_faecalis	OG0000319	0.0034352827603971	0.0066931330922076	4.28035772627e-05	0.0001774324285867	Cytoplasmic Membrane
WP_010706664.1	E_faecalis	OG0000422	0.0001988243660996	0.0001880998559328	0.000452216760321	0.000177375345766	Cytoplasmic
WP_236335211.1	E_faecalis	OG0000259	0.0001771868105582	0.0002235792396001	1.1291903666e-05	0.0001771868105582	Cytoplasmic Membrane
WP_002382010.1	E_faecalis	OG0000537	0.0001753725026614	0.0001753725026614		0.0001753725026614	Cytoplasmic Membrane
WP_002362565.1	E_faecalis	OG0000007	9.40847804381e-05	0.0001840133788508	5.8458509059e-06	0.0001746561987457	Cytoplasmic Membrane
WP_000239313.1	E_faecalis	OG0000136	6.10665567017e-05	0.0001658830407936	2.29557128564e-05	0.0001741923856958	Cytoplasmic
WP_002355879.1	E_faecalis	OG0000214	0.0001494713323964	0.0001018549581622	0.0001494713323964	0.0001702412638962	Cytoplasmic
WP_002415025.1	E_faecalis	OG0000015	0.0004020016233242	0.0007006651555772	0.0001172143253692	0.0001693758814595	Cytoplasmic Membrane
WP_033072606.1	E_faecalis	unique				0.0001693061438967	Cytoplasmic
WP_002363944.1	E_faecalis	OG0000864	8.74374210141e-05	8.74374210141e-05		0.0001679665274139	Cytoplasmic
WP_002414624.1	E_faecalis	unique				0.0001674082236779	Cytoplasmic
WP_002362308.1	E_faecalis	OG0000215	0.0001673353349472	0.0004919534902352	7.64812107319e-05	0.0001673353349472	Cytoplasmic Membrane
WP_002356375.1	E_faecalis	OG0000001	3.45540256931e-05	5.60044915217e-05	1.17025393741e-05	0.0001672732230952	Cytoplasmic Membrane
WP_002415101.1	E_faecalis	OG0000136	6.10665567017e-05	0.0001658830407936	2.29557128564e-05	0.0001658830407936	Cytoplasmic
WP_002355574.1	E_faecalis	OG0000260	8.67222510074e-05	8.67222510074e-05		0.000163318802308	Cytoplasmic
WP_002356636.1	E_faecalis	OG0000187	0.0001804191092651	0.0001804191092651		0.0001630566218798	Cytoplasmic Membrane
WP_002357396.1	E_faecalis	unique				0.0001623070733139	Cytoplasmic
WP_002356295.1	E_faecalis	OG0000479	0.0001608160943722	0.0007403033338195	4.004843507e-06	0.0001608160943722	Cytoplasmic
WP_002357079.1	E_faecalis	OG0000809	0.000144942633706	0.000144942633706		0.0001604239725815	Cytoplasmic
WP_002356886.1	E_faecalis	OG0000280	0.0001598661678566	0.0001598661678566		0.0001598661678566	Cytoplasmic
WP_002358357.1	E_faecalis	OG0000312	0.0001468894563266	0.0001243108559985	0.0001710417760145	0.0001565896769713	Cytoplasmic
WP_002387430.1	E_faecalis	OG0000281	9.37786459596e-05	7.76530616499e-05	9.37786459596e-05	0.0001536771054162	Cytoplasmic
WP_002366749.1	E_faecalis	OG0000775	0.0001681229777203	0.0001681229777203		0.0001526577679172	Cytoplasmic Membrane
WP_002356493.1	E_faecalis	OG0000796	9.73799360116e-05	9.73799360116e-05		0.0001516822314755	Cytoplasmic
WP_002403617.1	E_faecalis	OG0000196	0.0001047847133529	6.5643155993e-06	0.0016338172729554	0.0001499008927924	Cytoplasmic
WP_002368474.1	E_faecalis	OG0000380	8.19562347425e-05	8.19562347425e-05		0.0001472305798859	Cytoplasmic
WP_002414574.1	E_faecalis	OG0000807	0.0001223078009406	0.0001223078009406		0.000146979753682	Cytoplasmic
WP_002382251.1	E_faecalis	OG0000899	0.0001127766951738	0.0001127766951738		0.0001468981759012	Extracellular
WP_002357075.1	E_faecalis	OG0000440	0.0001443176812726	7.25227854228e-05	0.0015987168377493	0.0001443176812726	Cytoplasmic
WP_002404000.1	E_faecalis	OG0000170	0.0014308567137824	0.0014308567137824	0.0024354630814729	0.0001440812894947	Cytoplasmic Membrane
WP_002385941.1	E_faecalis	unique				0.0001437228508878	Cytoplasmic Membrane
WP_002385276.1	E_faecalis	OG0000053	0.0006218202854262	0.0009409248888084	4.6192327499e-06	0.0001431706703278	Cytoplasmic Membrane
WP_002381345.1	E_faecalis	unique				0.0001426272529358	Cytoplasmic
WP_002403481.1	E_faecalis	OG0000236	0.0005193912016956	0.0005193912016956		0.0001417925900888	Cellwall
WP_002387594.1	E_faecalis	unique				0.0001408101773034	Cytoplasmic
WP_002381304.1	E_faecalis	OG0000468	0.0001408058318217	0.0001408058318217		0.0001408058318217	Cytoplasmic Membrane
WP_002357969.1	E_faecalis	OG0000167	0.0001952320841728	0.0002503591427695	9.95905517276e-05	0.000140105025576	Cytoplasmic
WP_002414601.1	E_faecalis	unique				0.0001399891183611	Extracellular
WP_002354915.1	E_faecalis	OG0000782	0.0003563351590565	0.0003563351590565		0.0001390436781889	Cytoplasmic
WP_002399073.1	E_faecalis	OG0000550	1.41530589989e-05	1.41530589989e-05		0.0001382508670521	Cytoplasmic
WP_002386624.1	E_faecalis	OG0000385	0.0002080890213951	0.0002080890213951		0.000138220461888	Cytoplasmic
WP_002355702.1	E_faecalis	OG0000586	9.8933581894e-05	9.8933581894e-05		0.0001375311312557	Cytoplasmic
WP_002414495.1	E_faecalis	OG0000292	9.73016627135e-05	5.72023292125e-05	0.0325446739354159	0.0001374009962145	Cytoplasmic
WP_002380076.1	E_faecalis	OG0000290	8.84377717224e-05	4.11871676206e-05	0.0023586021960026	0.0001356883758241	Cytoplasmic
WP_002364272.1	E_faecalis	OG0000659	0.0002007758320796	0.0001345068101219	0.0002670448540373	0.0001345068101219	Cytoplasmic
WP_002365151.1	E_faecalis	OG0000795	0.0001091561504452	0.0001091561504452		0.0001335020583093	Cytoplasmic
WP_002403791.1	E_faecalis	OG0000874	0.0002991795482355	0.0002991795482355		0.0001332884599366	Cellwall
WP_002356019.1	E_faecalis	OG0000473	0.0001314443442346	0.0001238617710227	0.0015444124764532	0.0001314443442346	Cytoplasmic
WP_002356540.1	E_faecalis	OG0000722	8.45997961038e-05	0.0001306706604462	3.85289317613e-05	0.0001306706604462	Cytoplasmic
WP_029645221.1	E_faecalis	OG0000800	0.0001009700329363	0.0001009700329363		0.0001296827765804	Cytoplasmic
WP_002355453.1	E_faecalis	OG0000675	0.0001726332112179	0.0001285162135097	0.0002167502089261	0.0001285162135097	Cytoplasmic Membrane
WP_002385163.1	E_faecalis	OG0000278	1.5547833702e-05	1.5547833702e-05		0.0001285159880811	Extracellular
WP_002331389.1	E_faecalis	unique				0.0001269735695394	Cytoplasmic
WP_002404091.1	E_faecalis	OG0000518	0.0001163559723686	0.0001163559723686		0.0001267007993349	Cytoplasmic
WP_002385989.1	E_faecalis	OG0000897	7.78872581911e-05	7.78872581911e-05		0.000125984559504	Cytoplasmic Membrane
WP_002361644.1	E_faecalis	OG0000248	0.0001259326183755	0.0001369709052777	3.0440613472e-06	0.0001259326183755	Cytoplasmic
WP_002359745.1	E_faecalis	OG0000141	0.000125710459258	0.0001589107635681	3.99047181058e-05	0.000125710459258	Cytoplasmic Membrane
WP_002359138.1	E_faecalis	OG0000047	0.0001191261386516	0.0001256840081069	0.0001125682691963	0.0001256840081069	Cytoplasmic
WP_002364009.1	E_faecalis	OG0000011	0.0001321754715007	0.0002096231239543	4.83587339313e-05	0.0001251929818569	Cytoplasmic
WP_002392705.1	E_faecalis	unique				0.000124826816	Cytoplasmic Membrane
WP_002388950.1	E_faecalis	OG0000806	0.0004516358831558	0.0004516358831558		0.0001247568795687	Cytoplasmic
WP_002365150.1	E_faecalis	unique				0.0001233321569423	Cytoplasmic
WP_002413934.1	E_faecalis	unique				0.000121650607004	Cytoplasmic
WP_002364717.1	E_faecalis	OG0000928	6.59374324431e-05	6.59374324431e-05		0.0001205690052208	Cytoplasmic
WP_010706655.1	E_faecalis	OG0000036	0.0006679418127303	0.000612672194475	0.0006679418127303	0.0001200234718957	Cytoplasmic
WP_002354779.1	E_faecalis	OG0000791	0.0009910837769244	0.0009910837769244		0.0001195265324918	Cytoplasmic
WP_002364044.1	E_faecalis	OG0000532	0.0001182662285886	0.0001182662285886		0.0001182662285886	Cytoplasmic
WP_010706495.1	E_faecalis	OG0000789	0.0006334840802855	0.0006334840802855		0.0001172202029509	Cytoplasmic
WP_002357880.1	E_faecalis	OG0000193	0.0009694008618955	0.0003514052445831	0.0031825780812655	0.0001171279626612	Cytoplasmic Membrane
WP_002386627.1	E_faecalis	OG0000518	0.0001163559723686	0.0001163559723686		0.0001163559723686	Cytoplasmic
WP_002354966.1	E_faecalis	OG0000003	0.0004514593048309	0.0022416433236034	4.6588332634e-05	0.0001157699494388	Cellwall
WP_002363108.1	E_faecalis	OG0000526	0.0001132856149594	0.0001132856149594		0.0001132856149594	Cytoplasmic
WP_002360586.1	E_faecalis	OG0000000	0.0009982444981525	0.001185099955144	0.0006858938374476	0.0001130769106993	Cytoplasmic Membrane
WP_002357780.1	E_faecalis	OG0000185	0.0001005111376903	0.0001005111376903		0.0001126857828913	Cytoplasmic
WP_160747730.1	E_faecalis	OG0000079	5.74696418107e-05	5.74696418107e-05	4.96565204376e-05	0.0001126641689158	Cytoplasmic
WP_002380978.1	E_faecalis	OG0000503	0.0001117477232922	0.0002588864641074	2.4730681103e-06	0.0001117477232922	Cytoplasmic
WP_002387221.1	E_faecalis	OG0000141	0.000125710459258	0.0001589107635681	3.99047181058e-05	0.0001101164825263	Cytoplasmic Membrane
WP_002355868.1	E_faecalis	OG0000361	9.83659651893e-05	9.83659651893e-05		0.0001099839021997	Cytoplasmic
WP_002356293.1	E_faecalis	OG0000342	0.0001399486564859	0.0001708707252523	8.05142295e-06	0.0001090265877196	Cytoplasmic
WP_002365930.1	E_faecalis	unique				0.0001088393658077	Cytoplasmic
WP_002355743.1	E_faecalis	OG0000341	8.59385804796e-05	0.0001088311057104	3.1595719671e-05	0.0001088311057104	Cytoplasmic Membrane
WP_002383521.1	E_faecalis	OG0000036	0.0006679418127303	0.000612672194475	0.0006679418127303	0.0001086101956412	Cytoplasmic
WP_002364241.1	E_faecalis	OG0000853	0.0001693961387433	0.0001693961387433		0.0001078612522947	Cytoplasmic
WP_002366997.1	E_faecalis	OG0000028	0.0020157102754366	0.0021119986005601	0.0019194219503132	0.000107272388707	Extracellular
WP_025186377.1	E_faecalis	unique				0.0001069399385937	Cellwall
WP_002387164.1	E_faecalis	OG0000757	0.0008842610037345	0.0008842610037345		0.0001068445360335	Cytoplasmic Membrane
WP_002387247.1	E_faecalis	unique				0.0001052664198478	Cytoplasmic Membrane
WP_002381943.1	E_faecalis	OG0000555	0.0001051725961056	0.0001051725961056		0.0001051725961056	Cytoplasmic
WP_010784580.1	E_faecalis	OG0000117	6.23766763089e-05	8.36159035721e-05	4.1025898727e-05	0.0001048551308354	Cytoplasmic Membrane
WP_002363239.1	E_faecalis	unique				0.0001048520560653	Cytoplasmic
WP_002359210.1	E_faecalis	OG0000071	0.0001048426456422	0.0003374599592906	2.05964297005e-05	0.0001048426456422	Cytoplasmic
WP_002355598.1	E_faecalis	OG0000331	0.0002555313206663	0.0003933585056444	0.0001177041356882	0.0001039951688837	Cytoplasmic Membrane
WP_002414652.1	E_faecalis	OG0000013	0.0011623147938334	0.0016884098633393	0.0001036219513468	0.0001037810383453	Cytoplasmic Membrane
WP_002365495.1	E_faecalis	OG0000918	0.0001073106684056	0.0001021455821289	0.0001124757546824	0.0001021455821289	Cytoplasmic Membrane
WP_002403939.1	E_faecalis	OG0000149	4.35877433109e-05	4.35877433109e-05		0.0001019965878462	Cytoplasmic Membrane
WP_002357677.1	E_faecalis	unique				0.0001019428397151	Cytoplasmic
WP_002403711.1	E_faecalis	unique				0.0001017740320408	Cytoplasmic
WP_002356448.1	E_faecalis	unique				0.0001008578806447	Cytoplasmic
WP_002369895.1	E_faecalis	unique				0.0001006750658828	Extracellular
WP_002364485.1	E_faecalis	unique				0.0001005238178898	Cytoplasmic
WP_002392337.1	E_faecalis	OG0000521	0.0002141261404358	0.0002141261404358		9.92055622406e-05	Cytoplasmic Membrane
WP_002369265.1	E_faecalis	unique				9.90015026052e-05	Cytoplasmic
WP_002357968.1	E_faecalis	OG0000203	0.0001177217825299	0.00010811423621	0.001301162805285	9.85066898901e-05	Cytoplasmic
WP_236335272.1	E_faecalis	unique				9.83192193365e-05	Cytoplasmic Membrane
WP_002358034.1	E_faecalis	OG0000224	9.92566981253e-05	9.87720782035e-05	0.0001910687359784	9.82874582817e-05	Cytoplasmic
WP_002387246.1	E_faecalis	OG0000589	9.81231659505e-05	9.81231659505e-05		9.81231659505e-05	Cytoplasmic
WP_002362677.1	E_faecalis	OG0000162	0.0003633645256068	0.0005112082139719	0.0003393419585968	9.59811326213e-05	Cytoplasmic
WP_002356443.1	E_faecalis	OG0000029	0.0006754240080848	0.0010222993565431	6.889966561e-06	9.58045909932e-05	Cytoplasmic Membrane
WP_010784692.1	E_faecalis	OG0000007	9.40847804381e-05	0.0001840133788508	5.8458509059e-06	9.40847804381e-05	Cytoplasmic Membrane
WP_002414620.1	E_faecalis	unique				9.37842801887e-05	Extracellular
WP_002359606.1	E_faecalis	OG0000116	9.78896773677e-05	0.0001238053776724	1.80668121917e-05	9.3615187486e-05	Cytoplasmic
WP_002357425.1	E_faecalis	OG0000388	0.0005786757734742	0.0005786757734742		9.3467086378e-05	Cytoplasmic Membrane
WP_002379566.1	E_faecalis	OG0000470	0.0003761526384311	0.0003761526384311		9.31339081659e-05	Cytoplasmic Membrane
WP_002387037.1	E_faecalis	unique				9.28161076443e-05	Cytoplasmic
WP_002394745.1	E_faecalis	OG0000862	9.23025557404e-05	9.23025557404e-05		9.26855170795e-05	Extracellular
WP_002355975.1	E_faecalis	OG0000886	5.19858988654e-05	5.19858988654e-05		9.2539426302e-05	Cytoplasmic
WP_002359350.1	E_faecalis	OG0000256	0.0001142183624978	0.0005101700470922	7.9942855981e-06	9.25088430682e-05	Cytoplasmic Membrane
WP_002387027.1	E_faecalis	OG0000038	7.1643465927e-06	7.1643465927e-06	2.42503850943e-05	9.21771867973e-05	Cytoplasmic
WP_002365278.1	E_faecalis	OG0000862	9.23025557404e-05	9.23025557404e-05		9.19195944014e-05	Extracellular
WP_369810298.1	E_faecalis	OG0000339	5.18775957205e-05	9.14069454691e-05	2.3538497422e-06	9.14069454691e-05	Cytoplasmic
WP_002414562.1	E_faecalis	OG0000535	8.6579276797e-06	8.6579276797e-06		9.06563602556e-05	Cytoplasmic Membrane
WP_002363998.1	E_faecalis	OG0000766	0.0001650679247798	0.0001650679247798		9.01790551644e-05	Cytoplasmic
WP_002376119.1	E_faecalis	unique				8.97591021366e-05	Cytoplasmic
WP_002357996.1	E_faecalis	unique				8.96678365274e-05	Cytoplasmic
WP_002354838.1	E_faecalis	OG0000278	1.5547833702e-05	1.5547833702e-05		8.95445082515e-05	Extracellular
WP_002362637.1	E_faecalis	OG0000378	4.87034833444e-05	4.87034833444e-05		8.85727080545e-05	Cytoplasmic
WP_002359575.1	E_faecalis	unique				8.84885359452e-05	Cytoplasmic
WP_010706831.1	E_faecalis	OG0000185	0.0001005111376903	0.0001005111376903		8.83364924893e-05	Cytoplasmic
WP_002383858.1	E_faecalis	OG0000113	8.81541643725e-05	8.70935846197e-05	0.000148078260496	8.81541643725e-05	Cytoplasmic
WP_002403620.1	E_faecalis	OG0000917	4.79463342964e-05	4.79463342964e-05		8.76671616137e-05	Cytoplasmic Membrane
WP_002388977.1	E_faecalis	OG0000005	4.89628037283e-05	6.80179756859e-05	1.24453530959e-05	8.74242154279e-05	Cytoplasmic Membrane
WP_002384107.1	E_faecalis	unique				8.73167141091e-05	Cytoplasmic
WP_002383673.1	E_faecalis	OG0000823	0.0002439671420512	0.0002439671420512		8.72229884511e-05	Cytoplasmic Membrane
WP_002414999.1	E_faecalis	OG0000300	0.0002585899891789	0.0019357497228332	0.0002288550143379	8.64082956655e-05	Cytoplasmic
WP_002355941.1	E_faecalis	OG0000052	3.50636148911e-05	3.50636148911e-05		8.52733917072e-05	Cytoplasmic
WP_002381036.1	E_faecalis	OG0000029	0.0006754240080848	0.0010222993565431	6.889966561e-06	8.47690145232e-05	Cytoplasmic Membrane
WP_002380784.1	E_faecalis	OG0000932	4.24163197019e-05	4.24163197019e-05		8.34590579135e-05	Cytoplasmic
WP_002414917.1	E_faecalis	OG0000854	0.0001028974619573	0.0001028974619573		8.31546144376e-05	Cytoplasmic
WP_002356740.1	E_faecalis	OG0000198	0.000214770039869	8.29311786404e-05	0.0006402666531504	8.26133805692e-05	Cytoplasmic
WP_002414895.1	E_faecalis	unique				8.24046015204e-05	Cytoplasmic Membrane
WP_002387683.1	E_faecalis	unique				8.2203508787e-05	Cytoplasmic
WP_002355551.1	E_faecalis	OG0000139	6.22420350684e-05	6.30069759116e-05	2.8373239287e-05	8.18936496227e-05	Cytoplasmic
WP_002361891.1	E_faecalis	OG0000802	4.97648237053e-05	4.97648237053e-05		8.12714089419e-05	Cytoplasmic
WP_002357591.1	E_faecalis	OG0000835	4.08689155224e-05	4.08689155224e-05		8.03883036028e-05	Cytoplasmic
WP_002388170.1	E_faecalis	unique				7.8988876228e-05	Cytoplasmic
WP_002362935.1	E_faecalis	OG0000893	0.0002396405079685	0.0002396405079685		7.79707521438e-05	Cytoplasmic Membrane
WP_002356832.1	E_faecalis	OG0000038	7.1643465927e-06	7.1643465927e-06	2.42503850943e-05	7.74972990683e-05	Cytoplasmic
WP_002362225.1	E_faecalis	OG0000213	7.72748888591e-05	7.72748888591e-05	0.000108825253737	7.72748888591e-05	Cytoplasmic
WP_002375935.1	E_faecalis	unique				7.71574012008e-05	Cytoplasmic Membrane
WP_010706819.1	E_faecalis	OG0000266	2.01449372522e-05	2.01449372522e-05		7.66088734523e-05	Cytoplasmic
WP_010706648.1	E_faecalis	OG0000303	0.0002304013603724	7.63760444037e-05	0.0003844266763411	7.63760444037e-05	Cytoplasmic
WP_002356101.1	E_faecalis	OG0000147	1.17537069979e-05	1.17537069979e-05		7.5607479753e-05	Cytoplasmic Membrane
WP_002387199.1	E_faecalis	OG0000794	0.0050078490455266	0.0050078490455266		7.53348464851e-05	Cytoplasmic
WP_002357953.1	E_faecalis	OG0000498	9.4483271232e-06	4.23152873421e-05	2.5129977073e-06	7.5182247561e-05	Cytoplasmic
WP_002403801.1	E_faecalis	OG0000366	6.90403468216e-05	6.90403468216e-05		7.47615286512e-05	Cytoplasmic
WP_002356242.1	E_faecalis	OG0000005	4.89628037283e-05	6.80179756859e-05	1.24453530959e-05	7.45632948203e-05	Cytoplasmic Membrane
WP_002364043.1	E_faecalis	OG0000433	6.60037797662e-05	6.80387917962e-05	6.60037797662e-05	7.43304928862e-05	Cytoplasmic
WP_002403462.1	E_faecalis	OG0000387	5.07514926842e-05	5.07514926842e-05		7.38810639488e-05	Cytoplasmic
WP_002364028.1	E_faecalis	OG0000011	0.0001321754715007	0.0002096231239543	4.83587339313e-05	7.33208225037e-05	Cytoplasmic
WP_002365057.1	E_faecalis	OG0000841	4.7484418491e-05	4.7484418491e-05		7.30792367429e-05	Cytoplasmic
WP_002387025.1	E_faecalis	OG0000740	3.83573785367e-05	7.29882798997e-05	3.7264771738e-06	7.29882798997e-05	Cytoplasmic
WP_002362969.1	E_faecalis	unique				7.29807137782e-05	Cytoplasmic
WP_002356081.1	E_faecalis	unique				7.27970020494e-05	Cytoplasmic
WP_002404107.1	E_faecalis	OG0000784	4.6377749164e-05	4.6377749164e-05		7.25210168986e-05	Cytoplasmic Membrane
WP_010784647.1	E_faecalis	OG0000800	0.0001009700329363	0.0001009700329363		7.22572892921e-05	Cytoplasmic
WP_010706817.1	E_faecalis	OG0000142	2.68798699836e-05	2.7357801417e-05	6.5857215293e-06	7.22494445527e-05	Cytoplasmic
WP_002359046.1	E_faecalis	OG0000594	5.9182990987e-05	5.9182990987e-05		7.21949193272e-05	Cytoplasmic
WP_002379360.1	E_faecalis	OG0000146	7.4225374973e-06	7.4225374973e-06		7.16044635657e-05	Cytoplasmic
WP_002414527.1	E_faecalis	OG0000499	0.0007791625542586	0.0005705969188015	0.0007791625542586	7.10360506603e-05	Extracellular
WP_002354984.1	E_faecalis	OG0000286	0.0001031063510845	0.0001031063510845	7.62325863598e-05	7.05613760002e-05	Cytoplasmic
WP_002387079.1	E_faecalis	OG0000905	4.18813089903e-05	4.18813089903e-05		7.03667206709e-05	Cytoplasmic
WP_002356206.1	E_faecalis	OG0000101	0.0010597468886898	0.0009641692290221	0.0025308671569493	6.94391297195e-05	Cytoplasmic
WP_002404049.1	E_faecalis	OG0000006	1.99693926415e-05	5.85379715687e-05	1.65088319135e-05	6.9096714913e-05	Cytoplasmic Membrane
WP_002392405.1	E_faecalis	OG0000088	8.0883731285e-05	8.0883731285e-05	0.000174826535727	6.82743580121e-05	Cytoplasmic
WP_002356546.1	E_faecalis	OG0000348	0.0001222631166388	0.0001568351033043	0.0001222631166388	6.77168039115e-05	Cytoplasmic Membrane
WP_002403785.1	E_faecalis	OG0000483	7.5192763828e-05	8.00288515515e-05	7.5192763828e-05	6.73956779793e-05	Cytoplasmic
WP_002355526.1	E_faecalis	OG0000871	6.80107118223e-05	6.80107118223e-05		6.72513492498e-05	Cytoplasmic Membrane
WP_002360341.1	E_faecalis	OG0000081	5.8401775245e-05	5.8401775245e-05	0.0002747520396544	6.72157311885e-05	Cytoplasmic
WP_002389020.1	E_faecalis	OG0000045	0.0001030331362938	0.00010337248323	0.0001026937893576	6.66158605188e-05	Cytoplasmic Membrane
WP_002386357.1	E_faecalis	OG0000012	0.0004972699561946	0.0001859769831814	0.0045370663495466	6.61441838892e-05	Cytoplasmic
WP_002357699.1	E_faecalis	OG0000001	3.45540256931e-05	5.60044915217e-05	1.17025393741e-05	6.57718428059e-05	Cytoplasmic Membrane
WP_002387328.1	E_faecalis	OG0000770	0.0006297266529089	0.0006297266529089		6.55835253666e-05	Cytoplasmic
WP_002362877.1	E_faecalis	OG0000027	0.000176663059643	0.0003192328610269	6.09425276585e-05	6.54689701648e-05	Cytoplasmic
WP_002358161.1	E_faecalis	OG0000039	0.0003878863371622	0.0005284463181195	0.0002154758844843	6.41089793436e-05	Cytoplasmic
WP_002357922.1	E_faecalis	unique				6.39691279446e-05	Cytoplasmic
WP_002384986.1	E_faecalis	OG0000000	0.0009982444981525	0.001185099955144	0.0006858938374476	6.39321810779e-05	Cytoplasmic Membrane
WP_002357411.1	E_faecalis	OG0000079	5.74696418107e-05	5.74696418107e-05	4.96565204376e-05	6.36037586751e-05	Cytoplasmic
WP_002367172.1	E_faecalis	OG0000760	5.23427759535e-05	5.23427759535e-05		6.26864553855e-05	Cytoplasmic
WP_002385036.1	E_faecalis	unique				6.24875792515e-05	Cytoplasmic Membrane
WP_002356478.1	E_faecalis	unique				6.23497431742e-05	Cytoplasmic
WP_002356274.1	E_faecalis	OG0000366	6.90403468216e-05	6.90403468216e-05		6.20384597306e-05	Cytoplasmic
WP_002389274.1	E_faecalis	unique				6.14339422306e-05	Cytoplasmic
WP_002355976.1	E_faecalis	OG0000136	6.10665567017e-05	0.0001658830407936	2.29557128564e-05	6.10665567017e-05	Cytoplasmic Membrane
WP_002356302.1	E_faecalis	OG0000875	0.0001068776050283	0.0001068776050283		6.09564391807e-05	Cytoplasmic
WP_010784804.1	E_faecalis	unique				6.0739830882e-05	Cytoplasmic
WP_002373338.1	E_faecalis	unique				6.04838027556e-05	Cytoplasmic
WP_002364271.1	E_faecalis	unique				6.01313523014e-05	Cytoplasmic Membrane
WP_002362455.1	E_faecalis	OG0000347	7.6832615679e-06	3.40329428488e-05	6.8347117902e-06	5.95637370411e-05	Cytoplasmic
WP_002358723.1	E_faecalis	unique				5.93006796891e-05	Cytoplasmic
WP_002358896.1	E_faecalis	OG0000565	4.44244067622e-05	4.44244067622e-05		5.89880793459e-05	Cytoplasmic
WP_002384465.1	E_faecalis	unique				5.87756605598e-05	Cytoplasmic Membrane
WP_002387692.1	E_faecalis	unique				5.84134549878e-05	Cytoplasmic Membrane
WP_002403446.1	E_faecalis	OG0000902	0.0099357953640429	0.0099357953640429		5.81415828584e-05	Cytoplasmic Membrane
WP_002403608.1	E_faecalis	OG0000924	3.95438313815e-05	3.95438313815e-05		5.81152768386e-05	Cytoplasmic
WP_002365063.1	E_faecalis	OG0000106	0.0001006520443863	0.0001436258626746	2.76712107102e-05	5.7678226098e-05	Cytoplasmic
WP_002369975.1	E_faecalis	unique				5.72585947098e-05	Extracellular
WP_002364244.1	E_faecalis	OG0000364	2.75119723388e-05	2.75119723388e-05		5.72258340039e-05	Cytoplasmic
WP_002357484.1	E_faecalis	OG0000292	9.73016627135e-05	5.72023292125e-05	0.0325446739354159	5.72023292125e-05	Cytoplasmic
WP_002360116.1	E_faecalis	unique				5.66956844972e-05	Cytoplasmic
